@RELATION fitness

@ATTRIBUTE attribute_predictions STRING
@ATTRIBUTE objectsFound STRING
@ATTRIBUTE class {fitness}

@DATA
"no horizon, man-made, enclosed area, natural light, cloth, competing, metal, matte, railing","gymnasium/indoor",fitness
"no horizon, man-made, enclosed area, indoor lighting, cloth, competing, sports, exercise, glossy","martial_arts_gym",fitness
"enclosed area, no horizon, man-made, cloth, indoor lighting, working, metal, glossy, competing","gymnasium/indoor",fitness
"enclosed area, no horizon, man-made, indoor lighting, cloth, glossy, metal, working, matte","gymnasium/indoor",fitness
"no horizon, enclosed area, man-made, indoor lighting, working, cloth, metal, glossy, exercise","gymnasium/indoor",fitness
"no horizon, man-made, enclosed area, indoor lighting, cloth, competing, glossy, working, sports","?",fitness
"no horizon, natural light, man-made, open area, dry, dirty, dirt, aged, concrete","archaelogical_excavation",fitness
"enclosed area, no horizon, man-made, indoor lighting, metal, glossy, working, glass, matte","bus_interior",fitness
"no horizon, man-made, enclosed area, cloth, competing, natural light, indoor lighting, open area, exercise","?",fitness
"no horizon, enclosed area, man-made, cloth, indoor lighting, working, competing, metal, stressful","jail_cell",fitness
"man-made, no horizon, enclosed area, cloth, working, metal, indoor lighting, competing, natural light","beauty_salon",fitness
"man-made, cloth, metal, no horizon, natural light, enclosed area, competing, working, exercise","gymnasium/indoor",fitness
"no horizon, enclosed area, man-made, indoor lighting, cloth, working, metal, glossy, glass","gymnasium/indoor",fitness
"no horizon, man-made, enclosed area, cloth, wood, metal, competing, exercise, sports","gymnasium/indoor",fitness
"no horizon, enclosed area, man-made, cloth, glossy, indoor lighting, working, competing, metal","gymnasium/indoor",fitness
"enclosed area, no horizon, man-made, metal, indoor lighting, glossy, working, glass, wood","bus_interior",fitness
"man-made, no horizon, enclosed area, glossy, indoor lighting, cloth, metal, competing, transporting","martial_arts_gym, gymnasium/indoor",fitness
"enclosed area, no horizon, man-made, indoor lighting, cloth, glossy, metal, matte, competing","gymnasium/indoor",fitness
"no horizon, man-made, enclosed area, cloth, indoor lighting, competing, vertical components, working, metal","?",fitness
"no horizon, man-made, enclosed area, cloth, natural light, metal, working, glass, competing","gymnasium/indoor",fitness
"no horizon, enclosed area, man-made, cloth, natural light, wood, glossy, competing, metal","?",fitness
"no horizon, man-made, enclosed area, metal, glossy, indoor lighting, working, transporting, using tools","?",fitness
"enclosed area, no horizon, man-made, indoor lighting, metal, working, glossy, using tools, exercise","gymnasium/indoor",fitness
"competing, no horizon, sports, man-made, cloth, natural light, exercise, open area, enclosed area","?",fitness
"no horizon, man-made, enclosed area, cloth, metal, indoor lighting, vertical components, glossy, exercise","gymnasium/indoor",fitness
"man-made, enclosed area, no horizon, cloth, working, competing, indoor lighting, sports, exercise","martial_arts_gym, gymnasium/indoor",fitness
"no horizon, enclosed area, man-made, cloth, working, indoor lighting, metal, plastic, stressful","?",fitness
"no horizon, man-made, enclosed area, cloth, competing, sports, indoor lighting, exercise, working","martial_arts_gym",fitness
"natural light, open area, man-made, sunny, clouds, grass, dry, far-away horizon, warm","?",fitness
"no horizon, man-made, enclosed area, cloth, metal, working, using tools, stressful, competing","gymnasium/indoor",fitness
"no horizon, man-made, enclosed area, working, cloth, metal, glass, glossy, indoor lighting","gymnasium/indoor",fitness
"no horizon, enclosed area, man-made, natural light, competing, indoor lighting, sports, exercise, ocean","?",fitness
"no horizon, enclosed area, man-made, cloth, indoor lighting, working, metal, competing, using tools","?",fitness
"no horizon, enclosed area, man-made, cloth, natural light, working, open area, competing, exercise","martial_arts_gym, beauty_salon",fitness
"no horizon, man-made, enclosed area, cloth, metal, working, indoor lighting, socializing, plastic","gymnasium/indoor",fitness
"man-made, no horizon, natural light, enclosed area, competing, cloth, metal, sports, exercise","gymnasium/indoor",fitness
"man-made, natural light, open area, no horizon, enclosed area, vertical components, metal, praying, touring","?",fitness
"no horizon, man-made, enclosed area, indoor lighting, glossy, plastic, glass, cloth, matte","?",fitness
"man-made, no horizon, natural light, cloth, open area, competing, sports, enclosed area, sunny","martial_arts_gym, boxing_ring",fitness
"no horizon, enclosed area, man-made, cloth, indoor lighting, working, competing, socializing, shopping","beauty_salon",fitness
"no horizon, enclosed area, man-made, cloth, competing, working, indoor lighting, sports, stressful","?",fitness
"no horizon, man-made, enclosed area, indoor lighting, natural light, natural, open area, plastic, cloth","?",fitness
"man-made, no horizon, natural light, cloth, cold, open area, snow, enclosed area, working","ice_skating_rink/outdoor",fitness
"no horizon, cloth, man-made, enclosed area, competing, natural light, sports, indoor lighting, warm","beauty_salon",fitness
"no horizon, enclosed area, man-made, indoor lighting, glossy, metal, glass, horizontal components, working","?",fitness
"no horizon, enclosed area, cloth, competing, man-made, sports, exercise, indoor lighting, warm","?",fitness
"man-made, no horizon, cloth, enclosed area, natural light, working, plastic, indoor lighting, stressful","?",fitness
"no horizon, enclosed area, man-made, cloth, natural light, open area, competing, far-away horizon, plastic","?",fitness
"no horizon, man-made, enclosed area, cloth, natural light, warm, working, open area, indoor lighting","beauty_salon",fitness
"no horizon, man-made, enclosed area, natural light, dry, cloth, open area, warm, soothing","?",fitness
"no horizon, man-made, enclosed area, indoor lighting, glossy, competing, cloth, spectating, working","discotheque",fitness
"man-made, no horizon, enclosed area, plastic, natural light, cloth, open area, touring, indoor lighting","toyshop",fitness
"no horizon, enclosed area, man-made, scary, indoor lighting, aged, natural, rock, dry","catacomb",fitness
"open area, natural light, sunny, man-made, cloth, far-away horizon, no horizon, warm, enclosed area","booth/indoor",fitness
"no horizon, enclosed area, man-made, working, metal, cloth, glass, indoor lighting, using tools","gymnasium/indoor",fitness
"no horizon, man-made, enclosed area, cloth, competing, sports, exercise, glossy, metal","martial_arts_gym",fitness
"no horizon, enclosed area, man-made, cloth, working, metal, competing, stressful, natural light","gymnasium/indoor",fitness
"enclosed area, no horizon, man-made, indoor lighting, cloth, competing, working, glossy, exercise","martial_arts_gym, gymnasium/indoor",fitness
"no horizon, man-made, enclosed area, cloth, competing, sports, exercise, metal, vertical components","jail_cell",fitness
"no horizon, man-made, natural light, enclosed area, cloth, wood, warm, glass, working","martial_arts_gym",fitness
"no horizon, enclosed area, man-made, cloth, working, indoor lighting, metal, using tools, stressful","beauty_salon, gymnasium/indoor",fitness
"no horizon, enclosed area, man-made, cloth, working, metal, using tools, socializing, stressful","gymnasium/indoor",fitness
"no horizon, enclosed area, man-made, cloth, indoor lighting, competing, glossy, sports, exercise","gymnasium/indoor",fitness
"man-made, no horizon, enclosed area, metal, competing, cloth, sports, vertical components, using tools","boxing_ring",fitness
"no horizon, enclosed area, man-made, indoor lighting, glossy, competing, cloth, metal, matte","gymnasium/indoor, martial_arts_gym",fitness
"natural light, man-made, open area, trees, foliage, no horizon, leaves, vegetation, sunny","?",fitness
"enclosed area, no horizon, man-made, indoor lighting, working, metal, cloth, glossy, competing","gymnasium/indoor",fitness
"no horizon, man-made, enclosed area, cloth, glass, working, natural light, indoor lighting, metal","gymnasium/indoor",fitness
"no horizon, man-made, enclosed area, indoor lighting, metal, glossy, working, cloth, plastic","gymnasium/indoor",fitness
"cloth, no horizon, open area, natural light, man-made, enclosed area, sunny, dry, natural","?",fitness
"no horizon, man-made, natural light, vegetation, natural, open area, enclosed area, foliage, leaves","japanese_garden",fitness
"no horizon, man-made, enclosed area, cloth, competing, indoor lighting, natural light, sports, spectating","?",fitness
"no horizon, enclosed area, man-made, working, metal, wood, cloth, indoor lighting, glass","?",fitness
"enclosed area, no horizon, man-made, cloth, indoor lighting, working, glossy, metal, competing","gymnasium/indoor",fitness
"no horizon, man-made, enclosed area, cloth, indoor lighting, competing, sports, working, spectating","?",fitness
"no horizon, enclosed area, man-made, metal, cloth, competing, exercise, working, indoor lighting","gymnasium/indoor",fitness
"no horizon, enclosed area, man-made, working, cloth, using tools, metal, indoor lighting, stressful","?",fitness
"no horizon, enclosed area, man-made, cloth, indoor lighting, working, stressful, competing, wood","beauty_salon",fitness
"no horizon, enclosed area, man-made, cloth, working, metal, indoor lighting, using tools, shopping","gymnasium/indoor",fitness
"natural light, open area, man-made, far-away horizon, sunny, dry, dirt, warm, sand","?",fitness
"no horizon, man-made, enclosed area, cloth, metal, competing, working, sports, using tools","gymnasium/indoor, boxing_ring",fitness
"no horizon, enclosed area, man-made, cloth, indoor lighting, competing, exercise, glossy, working","martial_arts_gym, gymnasium/indoor",fitness
"man-made, no horizon, natural light, enclosed area, cloth, vertical components, working, metal, glass","?",fitness
"no horizon, man-made, cloth, enclosed area, competing, working, congregating, metal, stressful","gymnasium/indoor",fitness
"natural light, man-made, open area, sunny, clouds, vegetation, no horizon, metal, foliage","?",fitness
"no horizon, enclosed area, man-made, cloth, indoor lighting, metal, working, competing, stressful","?",fitness
"no horizon, man-made, enclosed area, cloth, working, metal, glossy, indoor lighting, glass","server_room",fitness
"no horizon, man-made, enclosed area, indoor lighting, glass, metal, vertical components, glossy, working","?",fitness
"enclosed area, no horizon, man-made, working, indoor lighting, cloth, glossy, plastic, stressful","gymnasium/indoor",fitness
"no horizon, enclosed area, man-made, cloth, indoor lighting, glossy, competing, working, metal","martial_arts_gym",fitness
"enclosed area, no horizon, man-made, indoor lighting, glossy, metal, working, matte, transporting","?",fitness
"no horizon, natural light, man-made, dry, open area, dirty, dirt, aged, cloth","archaelogical_excavation",fitness
"man-made, no horizon, natural light, cloth, metal, enclosed area, open area, working, competing","stage/outdoor",fitness
